Subject,"Start Date","All Day Event",Description,Private
"Міжнародний піратський день або Міжнародний день пірата",2022-09-19,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-piratskiy-den-abo-mizhnarodniy-den-pirata'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день рису",2022-09-20,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-risu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день подяки",2022-09-21,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-podyaki'  >Дивитись на сайті Smeshinki</a>",0
"День міні-гольфу",2022-09-21,1,"<a href='https://smeshinki.net/holiday/den-mini-golfu'  >Дивитись на сайті Smeshinki</a>",0
"День європейського співробітництва",2022-09-21,1,"<a href='https://smeshinki.net/holiday/den-yevropeyskogo-spivrobitnictva'  >Дивитись на сайті Smeshinki</a>",0
"День міста Чернігів",2022-09-21,1,"<a href='https://smeshinki.net/holiday/den-mista-chernigiv'  >Дивитись на сайті Smeshinki</a>",0
Рожаниці,2022-09-21,1,"<a href='https://smeshinki.net/holiday/rozhanici'  >Дивитись на сайті Smeshinki</a>",0
"День миру в Україні та Міжнародний день миру",2022-09-21,1,"<a href='https://smeshinki.net/holiday/den-miru-v-ukrajini-ta-mizhnarodniy-den-miru'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день без автомобілів",2022-09-22,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-bez-avtomobiliv'  >Дивитись на сайті Smeshinki</a>",0
"Національний день партизанської слави України",2022-09-22,1,"<a href='https://smeshinki.net/holiday/nacionalniy-den-partizanskoji-slavi-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
OneWebDay,2022-09-22,1,"<a href='https://smeshinki.net/holiday/onewebday'  >Дивитись на сайті Smeshinki</a>",0
"День білого шоколаду",2022-09-22,1,"<a href='https://smeshinki.net/holiday/den-bilogo-shokoladu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день троянд",2022-09-22,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-troyand'  >Дивитись на сайті Smeshinki</a>",0
"День міста Полтава",2022-09-23,1,"<a href='https://smeshinki.net/holiday/den-mista-poltava'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день жестових мов",2022-09-23,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-zhestovih-mov'  >Дивитись на сайті Smeshinki</a>",0
"День осіннього рівнодення",2022-09-23,1,"<a href='https://smeshinki.net/holiday/den-osinnogo-rivnodennya'  >Дивитись на сайті Smeshinki</a>",0
"День міста Хмельницький",2022-09-24,1,"<a href='https://smeshinki.net/holiday/den-mista-hmelnickiy'  >Дивитись на сайті Smeshinki</a>",0
"День міста Нова Каховка",2022-09-24,1,"<a href='https://smeshinki.net/holiday/den-mista-nova-kahovka'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день кролика",2022-09-24,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-krolika'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день проти патентів на програмне забезпечення",2022-09-24,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-proti-patentiv-na-programne-zabezpechennya'  >Дивитись на сайті Smeshinki</a>",0
"Всеукраїнський день дошкілля 2022 в Україні",2022-09-25,1,"<a href='https://smeshinki.net/holiday/vseukrajinskiy-den-doshkillya-2022-v-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"День міста Мелітополь",2022-09-25,1,"<a href='https://smeshinki.net/holiday/den-mista-melitopol'  >Дивитись на сайті Smeshinki</a>",0
"День коміксів",2022-09-25,1,"<a href='https://smeshinki.net/holiday/den-komiksiv'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день річок",2022-09-25,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-richok'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день мрії",2022-09-25,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-mriji'  >Дивитись на сайті Smeshinki</a>",0
"Європейський день мов",2022-09-26,1,"<a href='https://smeshinki.net/holiday/yevropeyskiy-den-mov'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день контрацепції",2022-09-26,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-kontracepciji'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день здоров’я довкілля",2022-09-26,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-zdorov-ya-dovkillya'  >Дивитись на сайті Smeshinki</a>",0
"День народження грамофону",2022-09-26,1,"<a href='https://smeshinki.net/holiday/den-narodzhennya-gramofonu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день туризму та День туризму в Україні ",2022-09-27,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-turizmu-ta-den-turizmu-v-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"День свободи від голоду",2022-09-28,1,"<a href='https://smeshinki.net/holiday/den-svobodi-vid-golodu'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день права знати",2022-09-28,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-prava-znati'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день загального доступу до інформації ",2022-09-28,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-zagalnogo-dostupu-do-informaciji'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день моря ",2022-09-29,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-morya'  >Дивитись на сайті Smeshinki</a>",0
"День пам’яті трагедії Бабиного Яру",2022-09-29,1,"<a href='https://smeshinki.net/holiday/den-pam-yati-tragediji-babinogo-yaru'  >Дивитись на сайті Smeshinki</a>",0
"Національний день кави",2022-09-29,1,"<a href='https://smeshinki.net/holiday/nacionalniy-den-kavi'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день поширення інформації про продовольчі втрати і харчових відходах",2022-09-29,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-poshirennya-informaciji-pro-prodovolchi-vtrati-i-harchovih-vidhodah'  >Дивитись на сайті Smeshinki</a>",0
"День усиновлення",2022-09-30,1,"<a href='https://smeshinki.net/holiday/den-usinovlennya'  >Дивитись на сайті Smeshinki</a>",0
"День грязелікування",2022-09-30,1,"<a href='https://smeshinki.net/holiday/den-gryazelikuvannya'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день подкастів",2022-09-30,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-podkastiv'  >Дивитись на сайті Smeshinki</a>",0
"Всеукраїнський День бібліотек",2022-09-30,1,"<a href='https://smeshinki.net/holiday/vseukrajinskiy-den-bibliotek'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день кави",2022-10-01,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-kavi'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день какао та шоколаду ",2022-10-01,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-kakao-ta-shokoladu'  >Дивитись на сайті Smeshinki</a>",0
"День народження листівки",2022-10-01,1,"<a href='https://smeshinki.net/holiday/den-narodzhennya-listivki'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день охорони єнотів ",2022-10-01,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-ohoroni-yenotiv'  >Дивитись на сайті Smeshinki</a>",0
"Тиждень поінформованості про небажану пошту",2022-10-01,1,"<a href='https://smeshinki.net/holiday/tizhden-poinformovanosti-pro-nebazhanu-poshtu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день пішої ходи",2022-10-01,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-pishoji-hodi'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день вегетаріанства",2022-10-01,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-vegetarianstva'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день музики",2022-10-01,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-muziki'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день людей похилого віку",2022-10-01,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-lyudey-pohilogo-viku'  >Дивитись на сайті Smeshinki</a>",0
"День ветерана ",2022-10-01,1,"<a href='https://smeshinki.net/holiday/den-veterana'  >Дивитись на сайті Smeshinki</a>",0
